GTKode;Varkode2;Trinn;Definisjonsgrunnlag
O-C-01-08;KA;KA-i;KA_efghi, KI_de, DK_CD 
O-C-01-08;KA;KA-i;KA_efghi, KI_de, DK_CD 
O-C-01-08;KA;KA-i;KA_efghi, KI_de, DK_CD 
O-C-01-08;KA;KA-i;KA_efghi, KI_de, DK_CD 
O-C-01-08;KA;KA-i;KA_efghi, KI_de, DK_CD 
O-C-01-08;KI;KI-e;KA_efghi, KI_de, DK_CD 
O-C-01-08;KI;KI-e;KA_efghi, KI_de, DK_CD 
O-C-01-08;DK;DK-D;KA_efghi, KI_de, DK_CD 
O-C-01-08;DK;DK-D;KA_efghi, KI_de, DK_CD 
O-C-01-09;KA;KA-i;KA_efghi, KI_de, DK_EF 
O-C-01-09;KA;KA-i;KA_efghi, KI_de, DK_EF 
O-C-01-09;KA;KA-i;KA_efghi, KI_de, DK_EF 
O-C-01-09;KA;KA-i;KA_efghi, KI_de, DK_EF 
O-C-01-09;KA;KA-i;KA_efghi, KI_de, DK_EF 
O-C-01-09;KI;KI-e;KA_efghi, KI_de, DK_EF 
O-C-01-09;KI;KI-e;KA_efghi, KI_de, DK_EF 
O-C-01-09;DK;DK-F;KA_efghi, KI_de, DK_EF 
O-C-01-09;DK;DK-F;KA_efghi, KI_de, DK_EF 
O-C-01-10;KA;KA-i;KA_efghi, KI_de, DK_GY 
O-C-01-10;KA;KA-i;KA_efghi, KI_de, DK_GY 
O-C-01-10;KA;KA-i;KA_efghi, KI_de, DK_GY 
O-C-01-10;KA;KA-i;KA_efghi, KI_de, DK_GY 
O-C-01-10;KA;KA-i;KA_efghi, KI_de, DK_GY 
O-C-01-10;KI;KI-e;KA_efghi, KI_de, DK_GY 
O-C-01-10;KI;KI-e;KA_efghi, KI_de, DK_GY 
O-C-01-10;DK;DK-Y;KA_efghi, KI_de, DK_GY 
O-C-01-10;DK;DK-Y;KA_efghi, KI_de, DK_GY 
O-C-01-11;KA;KA-i;KA_efghi, KI_y, DK_AB
O-C-01-11;KA;KA-i;KA_efghi, KI_y, DK_AB
O-C-01-11;KA;KA-i;KA_efghi, KI_y, DK_AB
O-C-01-11;KA;KA-i;KA_efghi, KI_y, DK_AB
O-C-01-11;KA;KA-i;KA_efghi, KI_y, DK_AB
O-C-01-11;KI;KI-y;KA_efghi, KI_y, DK_AB
O-C-01-11;DK;DK-B;KA_efghi, KI_y, DK_AB
O-C-01-11;DK;DK-B;KA_efghi, KI_y, DK_AB
O-C-01-12;KA;KA-i;KA_efghi, KI_y, DK_CD
O-C-01-12;KA;KA-i;KA_efghi, KI_y, DK_CD
O-C-01-12;KA;KA-i;KA_efghi, KI_y, DK_CD
O-C-01-12;KA;KA-i;KA_efghi, KI_y, DK_CD
O-C-01-12;KA;KA-i;KA_efghi, KI_y, DK_CD
O-C-01-12;KI;KI-y;KA_efghi, KI_y, DK_CD
O-C-01-12;DK;DK-D;KA_efghi, KI_y, DK_CD
O-C-01-12;DK;DK-D;KA_efghi, KI_y, DK_CD
O-C-01-13;KA;KA-i;KA_efghi, KI_y, DK_EF 
O-C-01-13;KA;KA-i;KA_efghi, KI_y, DK_EF 
O-C-01-13;KA;KA-i;KA_efghi, KI_y, DK_EF 
O-C-01-13;KA;KA-i;KA_efghi, KI_y, DK_EF 
O-C-01-13;KA;KA-i;KA_efghi, KI_y, DK_EF 
O-C-01-13;KI;KI-y;KA_efghi, KI_y, DK_EF 
O-C-01-13;DK;DK-F;KA_efghi, KI_y, DK_EF 
O-C-01-13;DK;DK-F;KA_efghi, KI_y, DK_EF 
O-C-01-14;KA;KA-i;KA_efghi, KI_y, DK_GY 
O-C-01-14;KA;KA-i;KA_efghi, KI_y, DK_GY 
O-C-01-14;KA;KA-i;KA_efghi, KI_y, DK_GY 
O-C-01-14;KA;KA-i;KA_efghi, KI_y, DK_GY 
O-C-01-14;KA;KA-i;KA_efghi, KI_y, DK_GY 
O-C-01-14;KI;KI-y;KA_efghi, KI_y, DK_GY 
O-C-01-14;DK;DK-Y;KA_efghi, KI_y, DK_GY 
O-C-01-14;DK;DK-Y;KA_efghi, KI_y, DK_GY 
O-C-02-01;JV;JV-a;JV_0a, DK_AB, [FK_0]
O-C-02-01;JV;JV-a;JV_0a, DK_AB, [FK_0]
O-C-02-01;DK;DK-B;JV_0a, DK_AB, [FK_0]
O-C-02-01;DK;DK-B;JV_0a, DK_AB, [FK_0]
O-C-02-01;FK;FK-0;JV_0a, DK_AB, [FK_0]
O-C-02-02;JV;JV-a;JV_0a, DK_CD, [FK_0]
O-C-02-02;JV;JV-a;JV_0a, DK_CD, [FK_0]
O-C-02-02;DK;DK-D;JV_0a, DK_CD, [FK_0]
O-C-02-02;DK;DK-D;JV_0a, DK_CD, [FK_0]
O-C-02-02;FK;FK-0;JV_0a, DK_CD, [FK_0]
O-C-02-03;JV;JV-a;JV_0a, DK_EF, [FK_0]
O-C-02-03;JV;JV-a;JV_0a, DK_EF, [FK_0]
O-C-02-03;DK;DK-F;JV_0a, DK_EF, [FK_0]
O-C-02-03;DK;DK-F;JV_0a, DK_EF, [FK_0]
O-C-02-03;FK;FK-0;JV_0a, DK_EF, [FK_0]
O-C-02-04;JV;JV-a;JV_0a, DK_GY, [FK_0]
O-C-02-04;JV;JV-a;JV_0a, DK_GY, [FK_0]
O-C-02-04;DK;DK-Y;JV_0a, DK_GY, [FK_0]
O-C-02-04;DK;DK-Y;JV_0a, DK_GY, [FK_0]
O-C-02-04;FK;FK-0;JV_0a, DK_GY, [FK_0]
O-C-02-05;JV;JV-c;JV_bc, DK_AB, [FK_0]
O-C-02-05;JV;JV-c;JV_bc, DK_AB, [FK_0]
O-C-02-05;DK;DK-B;JV_bc, DK_AB, [FK_0]
O-C-02-05;DK;DK-B;JV_bc, DK_AB, [FK_0]
O-C-02-05;FK;FK-0;JV_bc, DK_AB, [FK_0]
O-C-02-06;JV;JV-c;JV_bc, DK_CD, [FK_0]
O-C-02-06;JV;JV-c;JV_bc, DK_CD, [FK_0]
O-C-02-06;DK;DK-D;JV_bc, DK_CD, [FK_0]
O-C-02-06;DK;DK-D;JV_bc, DK_CD, [FK_0]
O-C-02-06;FK;FK-0;JV_bc, DK_CD, [FK_0]
O-C-02-07;JV;JV-c;JV_bc, DK_EF, [FK_0]
O-C-02-07;JV;JV-c;JV_bc, DK_EF, [FK_0]
O-C-02-07;DK;DK-F;JV_bc, DK_EF, [FK_0]
O-C-02-07;DK;DK-F;JV_bc, DK_EF, [FK_0]
O-C-02-07;FK;FK-0;JV_bc, DK_EF, [FK_0]
O-C-02-08;JV;JV-c;JV_bc, DK_GY, [FK_0]
O-C-02-08;JV;JV-c;JV_bc, DK_GY, [FK_0]
O-C-02-08;DK;DK-Y;JV_bc, DK_GY, [FK_0]
O-C-02-08;DK;DK-Y;JV_bc, DK_GY, [FK_0]
O-C-02-08;FK;FK-0;JV_bc, DK_GY, [FK_0]
O-C-02-09;JV;JV-a;[JV_0a, DK_ABCDEFGY], FK_F
O-C-02-09;JV;JV-a;[JV_0a, DK_ABCDEFGY], FK_F
O-C-02-09;DK;DK-Y;[JV_0a, DK_ABCDEFGY], FK_F
O-C-02-09;DK;DK-Y;[JV_0a, DK_ABCDEFGY], FK_F
O-C-02-09;DK;DK-Y;[JV_0a, DK_ABCDEFGY], FK_F
O-C-02-09;DK;DK-Y;[JV_0a, DK_ABCDEFGY], FK_F
O-C-02-09;DK;DK-Y;[JV_0a, DK_ABCDEFGY], FK_F
O-C-02-09;DK;DK-Y;[JV_0a, DK_ABCDEFGY], FK_F
O-C-02-09;DK;DK-Y;[JV_0a, DK_ABCDEFGY], FK_F
O-C-02-09;DK;DK-Y;[JV_0a, DK_ABCDEFGY], FK_F
O-C-02-09;FK;FK-F;[JV_0a, DK_ABCDEFGY], FK_F
O-C-03-01;FK;FK-F;KA_abcd
O-C-03-02;FK;FK-F;KA_efghi
O-G-01-01;FK;FK-F;
O-M-01-01;ST;ST-F;ST_0F, KA_abcd, [TU_0ab]
O-M-01-01;ST;ST-F;ST_0F, KA_abcd, [TU_0ab]
O-M-01-01;KA;KA-d;ST_0F, KA_abcd, [TU_0ab]
O-M-01-01;KA;KA-d;ST_0F, KA_abcd, [TU_0ab]
O-M-01-01;KA;KA-d;ST_0F, KA_abcd, [TU_0ab]
O-M-01-01;KA;KA-d;ST_0F, KA_abcd, [TU_0ab]
O-M-01-01;TU;TU-b;ST_0F, KA_abcd, [TU_0ab]
O-M-01-01;TU;TU-b;ST_0F, KA_abcd, [TU_0ab]
O-M-01-01;TU;TU-b;ST_0F, KA_abcd, [TU_0ab]
O-M-01-02;ST;ST-I;ST_I, KA_abcd, [TU_0ab]
O-M-01-02;KA;KA-d;ST_I, KA_abcd, [TU_0ab]
O-M-01-02;KA;KA-d;ST_I, KA_abcd, [TU_0ab]
O-M-01-02;KA;KA-d;ST_I, KA_abcd, [TU_0ab]
O-M-01-02;KA;KA-d;ST_I, KA_abcd, [TU_0ab]
O-M-01-02;TU;TU-b;ST_I, KA_abcd, [TU_0ab]
O-M-01-02;TU;TU-b;ST_I, KA_abcd, [TU_0ab]
O-M-01-02;TU;TU-b;ST_I, KA_abcd, [TU_0ab]
O-M-01-03;ST;ST-F;ST_0F, KA_efghi, [TU_0ab]
O-M-01-03;ST;ST-F;ST_0F, KA_efghi, [TU_0ab]
O-M-01-03;KA;KA-i;ST_0F, KA_efghi, [TU_0ab]
O-M-01-03;KA;KA-i;ST_0F, KA_efghi, [TU_0ab]
O-M-01-03;KA;KA-i;ST_0F, KA_efghi, [TU_0ab]
O-M-01-03;KA;KA-i;ST_0F, KA_efghi, [TU_0ab]
O-M-01-03;KA;KA-i;ST_0F, KA_efghi, [TU_0ab]
O-M-01-03;TU;TU-b;ST_0F, KA_efghi, [TU_0ab]
O-M-01-03;TU;TU-b;ST_0F, KA_efghi, [TU_0ab]
O-M-01-03;TU;TU-b;ST_0F, KA_efghi, [TU_0ab]
O-M-01-04;ST;ST-I;ST_I, KA_efghi, [TU_0ab]
O-M-01-04;KA;KA-i;ST_I, KA_efghi, [TU_0ab]
O-M-01-04;KA;KA-i;ST_I, KA_efghi, [TU_0ab]
O-M-01-04;KA;KA-i;ST_I, KA_efghi, [TU_0ab]
O-M-01-04;KA;KA-i;ST_I, KA_efghi, [TU_0ab]
O-M-01-04;KA;KA-i;ST_I, KA_efghi, [TU_0ab]
O-M-01-04;TU;TU-b;ST_I, KA_efghi, [TU_0ab]
O-M-01-04;TU;TU-b;ST_I, KA_efghi, [TU_0ab]
O-M-01-04;TU;TU-b;ST_I, KA_efghi, [TU_0ab]
O-M-01-05;ST;ST-I;[ST_0FI, KA_abcdefghi], TU_cy
O-M-01-05;ST;ST-I;[ST_0FI, KA_abcdefghi], TU_cy
O-M-01-05;ST;ST-I;[ST_0FI, KA_abcdefghi], TU_cy
O-M-01-05;KA;KA-i;[ST_0FI, KA_abcdefghi], TU_cy
O-M-01-05;KA;KA-i;[ST_0FI, KA_abcdefghi], TU_cy
O-M-01-05;KA;KA-i;[ST_0FI, KA_abcdefghi], TU_cy
O-M-01-05;KA;KA-i;[ST_0FI, KA_abcdefghi], TU_cy
O-M-01-05;KA;KA-i;[ST_0FI, KA_abcdefghi], TU_cy
O-M-01-05;KA;KA-i;[ST_0FI, KA_abcdefghi], TU_cy
O-M-01-05;KA;KA-i;[ST_0FI, KA_abcdefghi], TU_cy
O-M-01-05;KA;KA-i;[ST_0FI, KA_abcdefghi], TU_cy
O-M-01-05;KA;KA-i;[ST_0FI, KA_abcdefghi], TU_cy
O-M-01-05;TU;TU-y;[ST_0FI, KA_abcdefghi], TU_cy
O-M-01-05;TU;TU-y;[ST_0FI, KA_abcdefghi], TU_cy
O-M-02-01;MK;MK-B;MK_AB, ST_0F
O-M-02-01;MK;MK-B;MK_AB, ST_0F
O-M-02-01;ST;ST-F;MK_AB, ST_0F
O-M-02-01;ST;ST-F;MK_AB, ST_0F
O-M-02-02;MK;MK-B;MK_AB, ST_I
O-M-02-02;MK;MK-B;MK_AB, ST_I
O-M-02-02;ST;ST-I;MK_AB, ST_I
O-M-02-03;MK;MK-F;MK_F, ST_0F
O-M-02-03;ST;ST-F;MK_F, ST_0F
O-M-02-03;ST;ST-F;MK_F, ST_0F
O-M-02-04;MK;MK-F;MK_F, ST_I
O-M-02-04;ST;ST-I;MK_F, ST_I
T-A-01-01;KA;KA-b;KA_ab, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-01;KA;KA-b;KA_ab, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-01;OR;OR-0;KA_ab, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-01;HF;HF-z;KA_ab, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-01;UE;UE-a;KA_ab, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-01;UE;UE-a;KA_ab, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-01;VF;VF-a;KA_ab, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-01;VF;VF-a;KA_ab, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-01;VS;VS-d;KA_ab, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-01;VS;VS-d;KA_ab, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-01;VS;VS-d;KA_ab, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-01;VS;VS-d;KA_ab, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-01;VS;VS-d;KA_ab, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-01;SV;SV-0;KA_ab, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-01;VI;VI-a;KA_ab, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-01;VI;VI-a;KA_ab, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-01;NG;NG-a;KA_ab, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-01;NG;NG-a;KA_ab, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-02;KA;KA-b;KA_ab, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-02;KA;KA-b;KA_ab, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-02;OR;OR-0;KA_ab, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-02;HF;HF-z;KA_ab, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-02;UE;UE-c;KA_ab, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-02;UE;UE-c;KA_ab, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-02;VF;VF-a;KA_ab, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-02;VF;VF-a;KA_ab, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-02;VS;VS-d;KA_ab, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-02;VS;VS-d;KA_ab, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-02;VS;VS-d;KA_ab, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-02;VS;VS-d;KA_ab, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-02;VS;VS-d;KA_ab, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-02;SV;SV-0;KA_ab, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-02;VI;VI-a;KA_ab, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-02;VI;VI-a;KA_ab, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-02;NG;NG-a;KA_ab, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-02;NG;NG-a;KA_ab, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-03;KA;KA-b;KA_ab, OR_0, HF_z, UE_de, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-03;KA;KA-b;KA_ab, OR_0, HF_z, UE_de, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-03;OR;OR-0;KA_ab, OR_0, HF_z, UE_de, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-03;HF;HF-z;KA_ab, OR_0, HF_z, UE_de, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-03;UE;UE-e;KA_ab, OR_0, HF_z, UE_de, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-03;UE;UE-e;KA_ab, OR_0, HF_z, UE_de, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-03;VF;VF-a;KA_ab, OR_0, HF_z, UE_de, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-03;VF;VF-a;KA_ab, OR_0, HF_z, UE_de, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-03;VS;VS-d;KA_ab, OR_0, HF_z, UE_de, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-03;VS;VS-d;KA_ab, OR_0, HF_z, UE_de, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-03;VS;VS-d;KA_ab, OR_0, HF_z, UE_de, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-03;VS;VS-d;KA_ab, OR_0, HF_z, UE_de, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-03;VS;VS-d;KA_ab, OR_0, HF_z, UE_de, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-03;SV;SV-0;KA_ab, OR_0, HF_z, UE_de, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-03;VI;VI-a;KA_ab, OR_0, HF_z, UE_de, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-03;VI;VI-a;KA_ab, OR_0, HF_z, UE_de, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-03;NG;NG-a;KA_ab, OR_0, HF_z, UE_de, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-03;NG;NG-a;KA_ab, OR_0, HF_z, UE_de, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-04;KA;KA-b;KA_ab, OR_0, HF_z, UE_fg, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-04;KA;KA-b;KA_ab, OR_0, HF_z, UE_fg, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-04;OR;OR-0;KA_ab, OR_0, HF_z, UE_fg, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-04;HF;HF-z;KA_ab, OR_0, HF_z, UE_fg, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-04;UE;UE-g;KA_ab, OR_0, HF_z, UE_fg, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-04;UE;UE-g;KA_ab, OR_0, HF_z, UE_fg, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-04;VF;VF-a;KA_ab, OR_0, HF_z, UE_fg, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-04;VF;VF-a;KA_ab, OR_0, HF_z, UE_fg, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-04;VS;VS-d;KA_ab, OR_0, HF_z, UE_fg, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-04;VS;VS-d;KA_ab, OR_0, HF_z, UE_fg, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-04;VS;VS-d;KA_ab, OR_0, HF_z, UE_fg, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-04;VS;VS-d;KA_ab, OR_0, HF_z, UE_fg, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-04;VS;VS-d;KA_ab, OR_0, HF_z, UE_fg, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-04;SV;SV-0;KA_ab, OR_0, HF_z, UE_fg, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-04;VI;VI-a;KA_ab, OR_0, HF_z, UE_fg, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-04;VI;VI-a;KA_ab, OR_0, HF_z, UE_fg, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-04;NG;NG-a;KA_ab, OR_0, HF_z, UE_fg, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-04;NG;NG-a;KA_ab, OR_0, HF_z, UE_fg, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-05;KA;KA-d;KA_cd, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-05;KA;KA-d;KA_cd, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-05;OR;OR-0;KA_cd, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-05;HF;HF-z;KA_cd, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-05;UE;UE-a;KA_cd, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-05;UE;UE-a;KA_cd, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-05;VF;VF-a;KA_cd, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-05;VF;VF-a;KA_cd, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-05;VS;VS-d;KA_cd, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-05;VS;VS-d;KA_cd, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-05;VS;VS-d;KA_cd, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-05;VS;VS-d;KA_cd, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-05;VS;VS-d;KA_cd, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-05;SV;SV-0;KA_cd, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-05;VI;VI-a;KA_cd, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-05;VI;VI-a;KA_cd, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-05;NG;NG-a;KA_cd, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-05;NG;NG-a;KA_cd, OR_0, HF_z, UE_0a, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-06;KA;KA-d;KA_cd, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-06;KA;KA-d;KA_cd, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-06;OR;OR-0;KA_cd, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-06;HF;HF-z;KA_cd, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-06;UE;UE-c;KA_cd, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-06;UE;UE-c;KA_cd, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-06;VF;VF-a;KA_cd, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-06;VF;VF-a;KA_cd, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-06;VS;VS-d;KA_cd, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-06;VS;VS-d;KA_cd, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-06;VS;VS-d;KA_cd, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-06;VS;VS-d;KA_cd, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-06;VS;VS-d;KA_cd, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-06;SV;SV-0;KA_cd, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-06;VI;VI-a;KA_cd, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-06;VI;VI-a;KA_cd, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-06;NG;NG-a;KA_cd, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-06;NG;NG-a;KA_cd, OR_0, HF_z, UE_bc, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
T-A-01-07;KA;KA-d;KA_cd, OR_0, HF_z, UE_de, VF_0a, VS_0abcd, [SV_0, VI_0a, NG_0a]
